"SPECIE","SPECIE_NAME"
"M_m00158c","(R)-3-hydroxybutanoyl-[ACP]"
"M_m02421c","L-tyrosyl-tRNA(tyr)"
"M_m02554c","NADP+"
"M_m02687c","pentadecanoyl-[ACP]"
"M_m01224c","9,13-cis-retinoate"
"M_m01357c","apoC-lys_btn"
"M_m00159c","(R)-3-hydroxybutanoyl-CoA"
"M_m00026m","(18E)-20-oxo-20-CoA-LTB4"
"M_m00023c","(13Z,16Z)-docosadienoyl-CoA"
"M_m02686c","PE-NME-LD pool"
"M_m02420c","L-tryptophanyl-tRNA(trp)"
"M_m02553c","NADH"
"M_m00289m","11-carboxy-gamma-tocotrienol"
"M_ibupcoa_R_c","ibuprofen-CoA-R form"
"M_CE4792_m","3-Oxo-Cis-8-Tetradecenoyl Coenzyme A"
"M_m01487l","cholesterol-ester-9-tetrade"
"M_leuleu_c","Leucylleucine"
"M_m01221c","9,11,15-trihydroxyprosta-(5Z,13E)-dien-1-oate"
"M_octeACP_c","Cis-Octadec-11-Enoyl-[Acyl-Carrier Protein] (N-C18:1)"
"M_m01354c","apoC2"
"M_atvacid_c","atorvastatin-acid"
"M_m00156c","(R)-1,2-dimethyl-5,6-dihydroxy-tetrahydroisoquinoline"
"M_m02552c","NAD+"
"M_m00024c","(15Z)-tetracosenoylcarnitine"
"M_m02685c","PE-LD pool"
"M_ibup_S_c","ibuprofen-S"
"M_m01488l","cholesterol-ester-arach"
"M_pchol2ole_hs_c","2-Oleoylglycerophosphocholine"
"M_m01222c","9,11-cycloperoxy-15-hydroperoxy-(5Z,13E)-eicosadienoate"
"M_m01355c","apoC3"
"M_trpglyphe_c","Tryptophanyl-Glycyl-Phenylalanine"
"M_m00157c","(R)-3-hydroxybutanoate"
"M_m00021c","(13Z,16Z)-docosadienoic acid"
"M_m02684c","PC-LD pool"
"M_m02551c","N-acetyl-seryl-aspartyl-lysyl-proline"
"M_alaarggly_c","Alanyl-Arginyl-Glycine"
"M_m00287m","11-carboxy-alpha-tocotrienol"
"M_m01352l","apoB48"
"M_m01485l","cholesterol-ester-9-heptade"
"M_pheleuhis_c","Phenylalanyl-Leucyl-Histidine"
"M_m00154r","(Glc)3 (GlcNAc)2 (Man)9 (PP-Dol)1"
"M_hishislys_c","Histidyl-Histidyl-Lysine"
"M_4hmdgluc_c","4-OH-midazolam-glucuronide"
"M_m00022c","(13Z,16Z)-docosadienoylcarnitine"
"M_m02683c","paragloboside"
"M_m00288m","11-carboxy-gamma-chromanol"
"M_m03009m","trans,cis,cis-2,7,10-hexadecatrienoyl-CoA"
"M_m01486l","cholesterol-ester-9-octa"
"M_3hadpac_c","3-Hydroxy-Adipate"
"M_2m3hvac_c","2-Methyl-3-Hydroxy-Valerate"
"M_m01220c","9,10-hydroxyoctadec-12(Z)-enoate"
"M_m01353c","apoC1"
"M_6bhglz_c","6-beta-OH-gliclazide"
"M_m00155c","(indol-3-yl)acetamide"
"M_m02550c","N-acetyl-seryl-aspartate"
"M_m00152g","(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)"
"M_m01483l","cholesterol-ester-9,12,15,18-tetraco"
"M_magste_hs_s","1-Stearoylglycerol"
"M_m01350c","apoA1"
"M_m03008c","trans,cis,cis-2,13,16-docasatrienoyl-CoA"
"M_m02682c","PAPS"
"M_m02909s","SMCFA-blood-pool"
"M_m00285c","11beta-hydroxyprogesterone"
"M_m00153g","(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)"
"M_m01484l","cholesterol-ester-9-eicose"
"M_m00286m","11-carboxy-alpha-chromanol"
"M_diholineth_s","Dihomo-Gamma-Linolenoyl Ethanolamide"
"M_m01351c","apoB100"
"M_m03007c","trans,cis,cis-2,11,14-eicosatrienoyl-CoA"
"M_m00020c","(13Z)-octadecenoyl-CoA"
"M_m02681c","PAP"
"M_m00283c","11beta,17alpha,21-trihydroxypregnenolone"
"M_7ahglz_c","7-alpha-OH-gliclazide"
"M_caribup_R_c","R-carboxy ibuprofen"
"M_m01481l","cholesterol-ester-8,11-eico"
"M_m00150g","(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)"
"M_m02908c","SM pool"
"M_m02907c","sialyl-Tn antigen"
"M_m03139c","vitamin A derivatives"
"M_m03006c","trans,cis,cis,cis-2,13,16,19-docosatetraenoyl-CoA"
"M_gdca3s_c","Glycodeoxycholic acid 3-sulfate"
"M_m02680c","pantothenate"
"M_glgchlo_s","Beta Glucan-Glycocholate Complex"
"M_m00284c","11beta-hydroxyandrost-4-ene-3,17-dione"
"M_m01708c","dimethylglycine"
"M_3ivcoa_c","3-Hydroxyisovaleryl Coenzyme A"
"M_m00151g","(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)"
"M_m01482l","cholesterol-ester-9,12,15,18,21-tetra"
"M_m03138c","VI3NeuAc-nLc6Cer"
"M_m02906g","sialyl-T antigen"
"M_CE5119_m","Trans-3-Cis-8-Tetradecadienoyl Coenzyme A"
"M_m03005c","trans,cis,cis,cis-2,11,14,17-eicosatetraenoyl-CoA"
"M_glumethis_c","Glutamyl-Methioninyl-Histidine"
"M_cdca3g_c","Chenodeoxycholic acid-3glucuronide, CDCA-3G"
"M_m01709c","dIMP"
"M_m01707c","dimethylamine"
"M_m00281c","11,15-cyclo-12,14-cycloperoxy-8-hydroperoxy-(5Z,9E)-eicosadienoate"
"M_3hibup_R_c","3-hydroxy R-ibuprofen"
"M_m00508c","1-acylglycerol-LD-SM pool"
"M_m02905g","sialyl-galactosylgloboside"
"M_m03137c","VI2Fuc-nLc6"
"M_m03004c","trans,cis,cis,cis-2,10,13,16-docosatetraenoyl-CoA"
"M_ch4s_c","Methanethiol"
"M_2hiv_c","2-Hydroxy-Isovalerate"
"M_m01839c","formyl-N-acetyl-5-methoxykynurenamine"
"M_m00282c","11,15-cyclo-8,12,14-trihydroxy-(5Z,9E)-eicosadienoic acid"
"M_m01480l","cholesterol-ester-8,11,14,17-eico"
"M_m01706c","dimethylallyl-PP"
"M_m00509c","1-acylglycerol-LD-TG1 pool"
"M_m02904c","sialyl-3-paragloboside"
"M_m03003c","trans,cis,cis,cis,cis-2,12,15,18,21-tetracosapentaenoyl-CoA"
"M_m03136c","vanillylmandelate"
"M_m01705c","dihydrothymine"
"M_m01838c","formyl-L-methionyl-peptide"
"M_m00639c","2-deoxy-D-ribose-1-phosphate"
"M_m00506c","1-acylglycerol-LD-PI pool"
"M_m02903c","sialyl(2,3)-sialyl(2,6)-galactosylgloboside"
"M_m03135c","valine"
"M_m03002c","trans,cis,cis,cis,cis-2,10,13,16,19-docosapentaenoyl-CoA"
"M_m01837c","formylglutathione"
"M_m00280c","11,14,15-THETA"
"M_m01704c","dihydroneopterin"
"M_m03001c","tolbutamide"
"M_m00507c","1-acylglycerol-LD-PS pool"
"M_prolyspro_c","Prolyl-Lysyl-Proline"
"M_m02902c","sialyl(1,3)-sialyl(2,6)-galactosylgloboside"
"M_m03134c","valeric acid"
"M_m02069l","heparan sulfate, degradation product 22"
"M_m01836c","formyl-CoA"
"M_m01969g","glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)"
"M_m03133c","V3Fuc-nLc6Cer"
"M_m01703m","dihydrolipoylprotein"
"M_m03000g","Tn-antigen"
"M_m00637c","2-bromophenol"
"M_m02901c","S-glutathionyl-ethacrynic acid"
"M_m00504c","1-acylglycerol-LD-PC pool"
"M_oleth_s","Oleoyl Ethanolamide"
"M_m02068l","heparan sulfate, degradation product 21"
"M_m01835c","formylanthranilate"
"M_m01968c","glucose-6-phosphate"
"M_m01702c","dihydrolipoate"
"M_13dmt_c","13-O-desmethyl tacrolimus, 13-DMT or M-I"
"M_m03132c","V3Fuc,III3Fuc-nLc6Cer"
"M_glnproglu_c","Glutaminyl-Prolyl-Glutamate"
"M_m00638c","2-carboxy-2,3-dihydro-5,6-dihydroxyindole"
"M_m02067l","heparan sulfate, degradation product 20"
"M_m00505c","1-acylglycerol-LD-PE pool"
"M_m02900c","S-glutathionyl-2-4-dinitrobenzene"
"M_smvacid_c","simvastatin dihydroxy acid form"
"M_m02199c","IV3NeuAc,III3Fuc-nLc4Cer"
"M_m01701c","dihydrolipoamide"
"M_m01834c","formyl-5-hydroxykynurenamine"
"M_m01967c","glucose-1-phosphate"
"M_m03131c","V3(NeuAc)2-Gb5Cer"
"M_pect_s","Pectin"
"M_pcholn19_hs_c","1-Nonadecanoylglycerophosphocholine, Sn1-Lpc (19:0)"
"M_m00635c","2-arachidonoylglycerol"
"M_m00502c","1-acylglycerol-3P-tridec"
"M_m02066l","heparan sulfate, degradation product 2"
"M_m00768c","3-dehydro-L-gulonate"
"M_m01966c","glucose-1,6-bisphosphate"
"M_m01833c","formate"
"M_m01700c","dihydrofolate"
"M_m03130c","UTP"
"M_m00503c","1-acylglycerol-chylomicron pool"
"M_m02065l","heparan sulfate, degradation product 19"
"M_m00636c","2-bromoacetaldehyde"
"M_m00769c","3-dehydrosphinganine"
"M_m02198c","IV3Neu5Ac,III4Fuc-Lc4Cer"
"M_m00899m","3-oxopentanoyl-CoA"
"M_m01965c","glucose"
"M_m01832c","formamidopyrimidine nucleoside triphosphate"
"M_m00766c","3-carboxy-alpha-chromanol"
"M_m02064l","heparan sulfate, degradation product 18"
"M_m00633c","2-aminomuconate semialdehyde"
"M_m00500c","1-acylglycerol-3P-tetraco"
"M_m02197c","IV3GalNAca-Gb4Cer"
"M_m00767m","3-decaprenyl-4-hydroxybenzoate"
"M_m01831c","formaldehyde"
"M_12dhchol_c","12-Dehydrocholic acid; 12-Oxodeoxycholic acid; 12oxo-3alpha,7alpha-Dihydroxy-5beta-cholan-24-oic acid"
"M_m01964c","glucosaminyl-acylphosphatidylinositol"
"M_m02063l","heparan sulfate, degradation product 17"
"M_m00634c","2-aminomuconate"
"M_m00501c","1-acylglycerol-3P-trico"
"M_m02196c","IV2Fuc-nLc4Cer"
"M_m00897m","3-oxopentadecanoyl-CoA"
"M_m01830c","folate"
"M_m01963c","glucosamine-6-phosphate"
"M_m02062l","heparan sulfate, degradation product 16"
"M_m00631c","2-aminoadipate 6-semialdehyde"
"M_m00764c","3beta-hydroxy-5-cholestene-27-oate"
"M_m02195c","IV2Fuc-Lc4Cer"
"M_m00765m","3-carboxy-1-hydroxypropyl-ThPP"
"M_fvs_c","fluvastatin"
"M_m01962c","glucosamine"
"M_m02061l","heparan sulfate, degradation product 15"
"M_m00898c","3-oxopentanoyl-[ACP]"
"M_m02194c","IV2Fuc,III4Fuc-Lc4Cer"
"M_eitetcoa_m","5,8,11,14-Eicosatetraenoyl Coenzyme A"
"M_m00632c","2-aminoethylphosphonate"
"M_m00895m","3-oxopalmitoyl-CoA"
"M_m01961c","glucono-1,5-lactone-6-phosphate"
"M_m02192m","itaconyl-CoA"
"M_m02060l","heparan sulfate, degradation product 14"
"M_3mglutac_c","3-Methyl-Glutaconate"
"M_m02193c","ITP"
"M_m00762g","3-beta-D-glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein"
"M_6csmvacid_c","6'-beta-carboxy-simvastatin-acid form"
"M_m00630m","2-amino-3-oxoadipate"
"M_m02419c","L-threonyl-tRNA(thr)"
"M_m01960c","globotriaosylceramide"
"M_dec47dicoa_m","4,7-Decadienoyl Coenzyme A"
"M_m00763c","3beta-hydroxy-5-cholestenal"
"M_m00896c","3-oxopentadecanoyl-[ACP]"
"M_xolest205_hs_c","1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17)"
"M_m00893m","3-oxooleoyl-CoA"
"M_m02418c","LTD4"
"M_xolest183_hs_c","1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)"
"M_tdca3s_c","Taurodeoxycholic acid 3-sulfate"
"M_m01219c","9,10-epoxy-(6Z,12Z)-octadecadienoic acid"
"M_m02191c","itaconate"
"M_m00760c","3-amino-propanal"
"M_trphismet_c","Tryptophanyl-Histidyl-Methionine"
"M_lyspheile_c","Lysyl-Phenylalanyl-Isoleucine"
"M_phetyr_c","Phenylalanyl-Tyrosine"
"M_m02417c","L-sorbose"
"M_m02190c","isovalerylglycine"
"M_m00894c","3-oxopalmitoleoyl-CoA"
"M_m00761c","3beta,7alpha-dihydroxy-5-cholestenoate"
"M_m02549c","N-acetyl-serotonin"
"M_m00019c","(13Z)-octadecenoic acid"
"M_m02416c","L-seryl-tRNA(ser)"
"M_asntyrphe_c","Asparaginyl-Tyrosyl-Phenylalanine"
"M_m01217c","9(S)-HPODE"
"M_m00891c","3-oxooctanoyl-[ACP]"
"M_m00892m","3-oxooctanoyl-CoA"
"M_m02415c","L-prolyl-tRNA(pro)"
"M_m02548c","N-acetyl-S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-L-cysteine"
"M_sucacetat_c","Succinyl-Acetoacetate"
"M_m01218c","9,10-12,13-diepoxy-octadecanoate"
"M_m02414c","LPL"
"M_m02547c","N-acetylputrescine"
"M_m00017c","(13Z)-eicosenoic acid"
"M_3hppa_c","3-Hydroxyphenylpropionic Acid (3-Hppa)"
"M_alalysthr_c","Alanyl-Lysine-Threonine"
"M_m01215c","8-peroxy-docosahexaenoate"
"M_m01348c","apelin-13"
"M_m02679c","pantetheine"
"M_m02546c","N-acetylornithine"
"M_m02413c","L-pipecolate"
"M_m00018c","(13Z)-eicosenoyl-CoA"
"M_m01216c","9(10)-EpOME"
"M_m01349c","apo-[ACP]"
"M_m00890c","3-oxooctadecanoyl-CoA"
"M_m02545c","N-acetyl-O-acetylneuraminate"
"M_m02412c","L-phenylalanyl-tRNA(phe)"
"M_m02678c","palmitoyl-CoA"
"M_c16dc_c","Hexadecanedioic Acid Mono-L-Carnitine Ester"
"M_m01479l","cholesterol-ester-7-tetrade"
"M_gcdca3s_c","Glycochenodeoxycholic acid 3-sulfate"
"M_m01213c","8-HETE"
"M_m01346c","APE"
"M_m00015p","(13E)-tetranor-16-oxo-16-CoA-LTE4"
"M_m00148g","(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B2)"
"M_crvsm1_c","cerivastatin-M1"
"M_m02411c","L-palmitoylcarnitine"
"M_m02677c","palmitoleoyl-CoA"
"M_m02544c","N-acetylneuraminate-9-phosphate"
"M_m00016c","(13Z)-docosenoyl-CoA"
"M_m01214c","8-peroxy-(5Z,9E,11Z,14Z)-eicosatetraenoate"
"M_m01347c","apelin-(1-12)"
"M_m00149g","(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (C)"
"M_m02410c","L-oleoylcarnitine"
"M_m02543c","N-acetylneuraminate"
"M_m00013c","(13E)-11alpha-hydroxy-9,15-dioxoprost-13-enoate"
"M_m02676c","palmitoleoyl-carnitine"
"M_CE2886_c","3,3,5-Triiodothyroacetate-Beta-D-Glucuronoside"
"M_lvstacid_c","lovastatin-hydroxyacid form"
"M_m01477l","cholesterol-ester-7-hexa"
"M_3ttetddcoa_c","3-Hydroxy Trans5,8Tetradecadienoyl Coenzyme A"
"M_m01211c","8alpha-hydroxy-gamma-tocopherone"
"M_m01344c","antipyrine"
"M_glutcon_c","Glutaconate"
"M_m00279c","11,12-EET"
"M_m00146g","(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (A)"
"M_m02675c","palmitolate"
"M_m02542c","N-acetylmuramoyl-ala"
"M_m01478l","cholesterol-ester-7-octade"
"M_m01212c","8alpha-hydroxytocopherone"
"M_m01345c","antitrypsin"
"M_m00014p","(13E)-tetranor-16-carboxy-LTE4"
"M_3hodcoa_c","(S)-3-Hydroxyoctadecanoyl Coenzyme A"
"M_m00147g","(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B1)"
"M_valphearg_c","Valyl-Phenylalanyl-Arginine"
"M_m02541c","N-acetylmuramate"
"M_m00011c","(11Z,14Z,17Z)-eicosatrienoylcarnitine"
"M_m00144g","(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B2)"
"M_m02674c","palmitate"
"M_m01475l","cholesterol-ester-7,10,13,16,19-docosa"
"M_m01342c","anthranilate"
"M_m00277c","11,12-DHET"
"M_m00145g","(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (C)"
"M_m02673c","paclitaxel"
"M_m02540c","N-acetylmethionine"
"M_m00012c","(11Z,14Z,17Z)-eicosatrienoyl-CoA"
"M_m01476l","cholesterol-ester-7,10,13,16-docosa"
"M_m01210c","8,9-epoxy-(5Z)-tetradecenoic acid"
"M_gca3s_c","Glycocholic acid 3-sulfate"
"M_m01343c","antichymotrypsin"
"M_CE5118_m","Trans-2-Cis,Cis-4,8-Tetradecatrienoyl Coenzyme A"
"M_m00278c","11,12-dihydroxy-(5E,7E,9E,14Z)-eicosatetraenoate"
"M_m00142g","(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)"
"M_C02528_c","Chenodeoxycholate"
"M_m01473l","cholesterol-ester-6,9,12,15-octa"
"M_m01340c","anhydroretinol"
"M_mvlac_c","Mevalonate-Lactone"
"M_arglysasp_c","Arginyl-Lysyl-Aspartate"
"M_m02672g","PA6"
"M_valarggly_c","Valyl-Arginyl-Glycine"
"M_m00275c","10-peroxy-docosahexaenoate"
"M_m00010c","(11Z,14Z,17Z)-eicosatrienoic acid"
"M_m00143g","(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B1)"
"M_aspprolys_c","Aspartyl-Prolyl-Lysine"
"M_m01474l","cholesterol-ester-6,9-octa"
"M_m01341c","aniline"
"M_m00276c","11,12,15-THETA"
"M_m02671c","P1,P4-bis(5-guanosyl)-tetraphosphate"
"M_m00273c","10-hydroxy-E4-neuroprostane"
"M_methislys_c","Methionyl-Histidyl-Lysine"
"M_m00140g","(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)"
"M_m01471l","cholesterol-ester-6,9,12,15,18,21-tetra"
"M_m03129c","ursodeoxycholate"
"M_ivcrn_c","Isovaleryl Carnitine"
"M_m02670c","P1,P4-bis(5-adenosyl)-tetraphosphate"
"M_m00141c","(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine"
"M_m01472l","cholesterol-ester-6,9,12,15,18-tetraco"
"M_m03128c","uroporphyrinogen III"
"M_7bhglz_c","7-beta-OH-gliclazide"
"M_caribup_s_c","S-carboxy ibuprofen"
"M_m00274c","10-hydroxy-octadec-(12Z)-enoate-9-beta-D-glucuronide"
"M_m00271c","10-hydroperoxy-H4-neuroprostane"
"M_m03127c","uroporphyrinogen I"
"M_m00272c","10-hydroxy-D4-neuroprostane"
"M_m01470l","cholesterol-ester-5-tetra"
"M_ocdcyaACP_c","Octadecynoyl-ACP (N-C18:2ACP)"
"M_m01829g","fn2m2masn"
"M_lvst_c","lovastatin lactone form"
"M_m03126c","uroporphyrin III"
"M_m01828c","FMN"
"M_lysvaltrp_c","Lysyl-Valyl-Tryptophan"
"M_7ohocata_c","7-Hydroxy-Octanoate"
"M_m00629c","2-amino-3-carboxymuconate semialdehyde"
"M_m03125c","uroporphyrin I"
"M_ddeccrn_c","Lauroyl Carnitine"
"M_m00270c","10-HETE"
"M_m01827c","fibrinogen"
"M_ttdceacoa_c","Tetradecenoyl Coenzyme A (N-C14:1)"
"M_profvs_c","des-isoproylpropionic-acid-fluvastatin"
"M_tdeACP_c","Cis-Tetradec-7-Enoyl-[Acyl-Carrier Protein] (N-C14:1)"
"M_m03124c","urocanate"
"M_m02059l","heparan sulfate, degradation product 13"
"M_m01959c","globoside"
"M_m01826c","ferrocytochrome C"
"M_m00627c","2-acyl-1-(1-alkenyl)-sn-glycero-3-phosphate"
"M_m03123c","uridine"
"M_c51crn_c","Tiglyl Carnitine"
"M_m02058l","heparan sulfate, degradation product 12"
"M_m01958c","globo-H"
"M_m01825c","ferrocytochrome B5"
"M_m03122c","ureidoglycolate"
"M_m00628c","2-acyl-1-alkyl-sn-glycero-3-phosphate"
"M_m02057l","heparan sulfate, degradation product 11"
"M_m02189c","isovaleryl-CoA"
"M_m01824c","ferricytochrome C"
"M_m01957c","globin"
"M_m03121c","urea"
"M_simvgluc_r","simvastatin-acyl-glucuronide"
"M_m02056l","heparan sulfate, degradation product 10"
"M_m00625c","27-hydroxycholesterol"
"M_m00758c","3alpha,7alpha-dihydroxy-5beta-cholestanate"
"M_hpdececoa_m","Trans-Delta-2-Heptadecanoyl Coenzyme A"
"M_m02188c","isoputreanine"
"M_m01823c","ferricytochrome B5"
"M_m03120c","urate"
"M_m01956g","glcnac-gal-globoside"
"M_m00759c","3alpha-hydroxy-5alpha-pregnan-20-one"
"M_m02055l","heparan sulfate, degradation product 1"
"M_m00626c","2-acetyl-1-alkyl-sn-glycero-3-phosphocholine"
"M_3hpvs_c","3'-S-hydroxy-pravastatin"
"M_zym_int2_r","Zymosterol Intermediate 2"
"M_m01955c","glcnac-alpha-1,4-core 2"
"M_m01822c","Fe3+"
"M_m00623c","26-hydroxycholesterol"
"M_m00756c","3alpha,7alpha-dihydroxy-5beta-cholestan-26-al"
"M_m02054g","heparan sulfate proteoglycan"
"M_m00889m","3-oxononanoyl-CoA"
"M_m02187c","isopentenyl-pPP"
"M_m01954c","glcnac-alpha-1,4-core 1"
"M_m01821c","Fe2+"
"M_m02185s","isomaltose"
"M_gluargleu_c","Glutaminyl-Arginyl-Leucine"
"M_m00624c","27alpha-hydroxy-7-dehydrocholesterol"
"M_m00757m","3alpha,7alpha-dihydroxy-5beta-cholestan-27-al"
"M_m02186c","iso-nLc8Cer"
"M_m02053c","henicosanoic acid"
"M_pheglnphe_c","Phenylalanyl-Glutaminyl-Phenylalanine"
"M_m00754p","3alpha,7alpha-dihydroxy-24-oxo-5beta-cholestanoyl coa"
"M_m01820c","fatty acid-VLDL pool"
"M_m01953c","geranyl-PP"
"M_crvsm24_c","cerivastatin-M24"
"M_m00887c","3-oxononadecanoyl-CoA"
"M_asnmetpro_c","Asparaginyl-Methionyl-Proline"
"M_m00621c","25-hydroxyvitamin D3-26,23-lactol"
"M_3hibupglu_S_c","3-hydroxy S-ibuprofen-glucuronide"
"M_m02052c","heneicosanoyl-CoA"
"M_m01952c","gentisate aldehyde"
"M_m00755c","3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA"
"M_m00888c","3-oxononanoyl-[ACP]"
"M_m02051c","heneicosanoylcarnitine"
"M_fvstetglu_c","des-isopropyl-dihydro-fluvastatin-tetranor-glucuronide"
"M_m00622c","25-hydroxyvitamin D3-26,23-lactone"
"M_dca3g_c","Deoxycholic acid-3glucuronide, CDA-3G"
"M_m02184c","isoleucine"
"M_m00885m","3-oxomyrist-5-enoyl-CoA"
"M_m01951c","GDP-mannose"
"M_tyrala_c","Tyrosyl-Alanine"
"M_udca3s_c","Ursodeoxycholic acid 3-sulfate"
"M_m02183c","isocitrate"
"M_m00752c","3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate"
"M_m02050c","hemoglobin"
"M_1531tacr_c","15,31-O-Didesmethyl-tacrolimus"
"M_m00753m","3alpha,7alpha,24(S)-trihydroxy-5beta-cholestan-27-al"
"M_m01950c","GDP-L-fucose"
"M_m02409c","L-octanoylcarnitine"
"M_m00620c","25-hydroxyvitamin D2"
"M_m02182c","isocaproic-aldehyde"
"M_pendecaeth_s","Pentadecanoyl Thanolamide (C15:0)"
"M_m00886c","3-oxomyrist-7-enoyl-CoA"
"M_m02408c","L-methionyl-tRNA(met)"
"M_m02180m","isobutyryl-CoA"
"M_3ohsubac_c","3-Hydoxy-Suberic Acid"
"M_m00883c","3-oxolaur-6-cis-enoyl-CoA"
"M_m01209c","8,9-EET"
"M_m02181c","isobutyrylglycine"
"M_m00750c","3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al"
"M_m02407c","L-metanephrine"
"M_3dhchol_c","3-Dehydrocholic acid; 3oxo-7alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid"
"M_m00751c","3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al"
"M_m00884c","3-oxolinoleoyl-CoA"
"M_3ohacmp_c","3-hydroxy-acetaminophen"
"M_3hibup_S_c","3-hydroxy S-ibuprofen"
"M_m00009c","(11Z,14Z)-eicosadienoyl-CoA"
"M_c6dc_c","Adipoyl Carnitine"
"M_m02406c","L-lyxonate"
"M_m02539c","N-acetylmannosamine-6-phosphate"
"M_m01207c","8,11-eicosadienoic acid"
"M_pe15_hs_c","1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe)"
"M_m00881c","3-oxohexanoyl-[ACP]"
"M_m00882m","3-oxohexanoyl-CoA"
"M_m02538c","N-acetyl-LTE4"
"M_m02405c","L-lysyl-tRNA(lys)"
"M_sertrphis_c","Seryl-Tryptophanyl-Histidine"
"M_m01208c","8,9-DHET"
"M_CE2883_c","3,5,3-Triiodothyroacetate"
"M_3hivac_c","3-Hydroxyisovaleric Acid"
"M_m02404c","L-leucyl-tRNA(leu)"
"M_m00007c","(11Z)-eicosenoyl-CoA"
"M_lneldcACP_c","Linoelaidic Acid ACP (All Trans)"
"M_m01205m","8(S)-hydroxy-hexadeca-(2E,6E,10Z)-trienoate"
"M_m01338c","androsterone"
"M_m02537m","N-acetyl-L-glutamate-5-phosphate"
"M_6epvs_c","6-epipravastatin"
"M_m02403c","L-lactate"
"M_m02536c","N-acetyl-L-glutamate"
"M_m00008c","(11Z,14Z)-eicosadienoic acid"
"M_m02669c","oxytocin"
"M_m01206m","8(S)-hydroxy-hexadeca-(4E,6E,10Z)-trienoate"
"M_arggluglu_c","Arginyl-Glutamyl-Glutamate"
"M_argalaala_c","Arginyl-Alanyl-Alanine"
"M_m01339c","androsterone-glucuronide"
"M_m00880c","3-oxohexadecanoyl-[ACP]"
"M_nfdnpy_c","Nitropyridine metabolite of nifedipine"
"M_m00005c","(11R)-HPETE"
"M_m02668c","oxytocin 1-8"
"M_m02402c","lithocholate"
"M_3tdcrn_c","3-Hydroxy-Tetradecanoyl Carnitine"
"M_m01469l","cholesterol-ester-5,8,11-eico"
"M_acthr_L_c","Acetyl-Threonine"
"M_m01203c","8(S)-HPETE"
"M_m01336c","androstenediol"
"M_m00138g","(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)"
"M_gtacmp_c","glucuronide-thiomethyl-acetaminophen conjugate"
"M_m02535m","N-acetyl-L-glutamate 5-semialdehyde"
"M_m02534c","N-acetyl-L-cysteine"
"M_m02401c","L-isoleucyl-tRNA(ile)"
"M_m00006c","(11Z)-docosenoyl-CoA"
"M_m02667c","oxo-xanthurenate"
"M_m01204m","8(S)-hydroxy-hexadeca-(2E,4E,6E,10Z)-tetraenoate"
"M_pchol2ste_hs_c","2-Stearoylglycerophosphocholine"
"M_isolvstacid_c","3'-hydroxy-iso-delta-4',5'-hydroxy acid form of lovastatin"
"M_m01337c","androsterone sulfate"
"M_m00139g","(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)"
"M_phelysala_c","Phenylalanyl-Lysyl-Alanine"
"M_m00003c","(10Z)-heptadecenoic acid"
"M_m02666c","oxidized thioredoxin"
"M_m02799c","prostaglandin-PGE2-3-glyceryl ester"
